airline,source,destination,duration,total_stops,additional_info,price,dep_time_hour,dep_time_min,dtoj_day,dtoj_month,dtoj_year
Jet Airways,kolkata,banglore,520,1,no info,14781,20,0,21,5,2019
Jet Airways,kolkata,banglore,850,1,in-flight meal not included,10844,8,25,18,5,2019
Air India,kolkata,banglore,1975,2,no info,11522,5,40,24,3,2019
Air India,banglore,delhi,170,0,no info,6121,13,20,21,4,2019
Vistara,kolkata,banglore,385,1,no info,8610,17,0,6,6,2019
Air Asia,kolkata,banglore,150,0,no info,5620,22,50,24,3,2019
Indigo,kolkata,banglore,150,0,no info,4804,15,15,27,5,2019
Multiple Carriers,delhi,cochin,640,1,no info,7005,10,20,27,5,2019
Jet Airways,delhi,cochin,1195,2,no info,15129,23,5,1,5,2019
Jet Airways,kolkata,banglore,520,1,in-flight meal not included,8586,20,0,24,5,2019
Multiple Carriers,delhi,cochin,660,1,no info,10197,8,0,18,5,2019
Multiple Carriers,delhi,cochin,605,1,no info,10667,9,10,27,3,2019
Indigo,kolkata,banglore,295,1,no info,11160,9,20,12,6,2019
Air India,delhi,cochin,1855,2,no info,12488,12,20,27,5,2019
Jet Airways,kolkata,banglore,685,1,in-flight meal not included,10844,8,25,18,5,2019
Air India,delhi,cochin,1595,2,no info,9968,16,40,3,6,2019
Jet Airways,banglore,delhi,185,0,in-flight meal not included,5198,18,55,18,5,2019
Jet Airways,kolkata,banglore,875,1,in-flight meal not included,8586,14,5,1,5,2019
Indigo,chennai,kolkata,145,0,no info,4332,11,35,18,5,2019
Indigo,kolkata,banglore,290,1,no info,5069,8,10,6,5,2019
Jet Airways,banglore,delhi,180,0,in-flight meal not included,4544,8,20,6,5,2019
Multiple Carriers,delhi,cochin,690,1,no info,14973,4,0,3,3,2019
Air India,banglore,new delhi,2120,3,no info,13387,6,45,12,3,2019
Spicejet,banglore,delhi,160,0,no info,3625,5,55,9,6,2019
Jet Airways,kolkata,banglore,1730,1,in-flight meal not included,10703,9,35,24,5,2019
Indigo,kolkata,banglore,155,0,no info,7615,15,10,24,3,2019
Indigo,banglore,delhi,175,0,no info,4823,18,25,27,5,2019
Jet Airways,banglore,new delhi,1045,1,no info,16736,11,40,6,3,2019
Jet Airways,kolkata,banglore,890,1,in-flight meal not included,9663,21,10,9,5,2019
Multiple Carriers,delhi,cochin,630,1,no info,9205,8,30,18,5,2019
Jet Airways,delhi,cochin,335,1,no info,15554,22,50,9,5,2019
Spicejet,mumbai,hyderabad,90,0,no check-in baggage included,1965,22,45,15,5,2019
Air India,kolkata,banglore,150,0,no info,5510,14,15,15,6,2019
Multiple Carriers,delhi,cochin,535,1,no info,8266,10,20,9,5,2019
Indigo,mumbai,hyderabad,90,0,no info,3175,16,55,27,5,2019
Spicejet,delhi,cochin,270,1,no check-in baggage included,4760,8,45,9,5,2019
Multiple Carriers,delhi,cochin,735,1,no info,7740,8,45,27,5,2019
Jet Airways,kolkata,banglore,570,1,no info,13941,14,5,15,5,2019
Air Asia,delhi,cochin,865,1,no info,11410,16,45,6,6,2019
Jet Airways,kolkata,banglore,1640,1,no info,12681,16,30,1,4,2019
Jet Airways,delhi,cochin,1615,2,no info,15129,9,40,6,5,2019
Jet Airways,delhi,cochin,810,2,in-flight meal not included,10368,5,30,12,6,2019
Air India,kolkata,banglore,725,2,no info,12324,8,20,21,5,2019
Spicejet,kolkata,banglore,150,0,no check-in baggage included,3841,17,10,15,4,2019
Jet Airways,delhi,cochin,1375,2,no info,13014,5,30,24,6,2019
Indigo,delhi,cochin,940,1,no info,6442,6,50,27,6,2019
Jet Airways,delhi,cochin,300,1,in-flight meal not included,12373,14,0,18,5,2019
Jet Airways,banglore,new delhi,845,1,no info,13817,8,55,12,3,2019
Indigo,banglore,delhi,175,0,no info,4823,18,55,24,6,2019
Jet Airways,delhi,cochin,1395,2,in-flight meal not included,9412,5,10,27,3,2019
Air India,delhi,cochin,1275,2,no info,10231,22,0,27,5,2019
Jet Airways,banglore,delhi,175,0,no info,7229,15,50,9,4,2019
Spicejet,banglore,new delhi,175,0,no check-in baggage included,4273,9,35,24,3,2019
Jet Airways,kolkata,banglore,1550,1,in-flight meal not included,10844,18,55,18,5,2019
Indigo,delhi,cochin,325,1,no info,7164,2,0,27,5,2019
Jet Airways,banglore,delhi,180,0,in-flight meal not included,6478,7,10,27,6,2019
Jet Airways,banglore,delhi,180,0,in-flight meal not included,5198,7,10,12,5,2019
Spicejet,banglore,delhi,160,0,no check-in baggage included,4319,5,55,27,4,2019
Jet Airways,delhi,cochin,1040,1,in-flight meal not included,10262,19,15,27,6,2019
Vistara,delhi,cochin,190,0,no info,6741,14,40,18,5,2019
Jet Airways,kolkata,banglore,510,1,no info,14571,14,5,6,6,2019
Air India,banglore,new delhi,725,1,change airports,26092,11,50,1,3,2019
Air India,delhi,cochin,500,2,no info,11753,10,55,27,6,2019
Jet Airways,banglore,new delhi,900,1,in-flight meal not included,7832,8,0,21,3,2019
Vistara,kolkata,banglore,790,1,no info,8610,7,10,1,5,2019
Jet Airways,kolkata,banglore,510,1,no info,13626,14,5,12,6,2019
Jet Airways,delhi,cochin,1615,2,in-flight meal not included,10368,9,40,9,6,2019
Indigo,mumbai,hyderabad,90,0,no info,2754,2,35,18,6,2019
Jet Airways,kolkata,banglore,1500,1,no info,12692,17,0,6,6,2019
Indigo,banglore,new delhi,175,0,no info,10067,10,5,1,3,2019
Goair,delhi,cochin,540,1,no info,4959,10,35,3,6,2019
Air India,banglore,new delhi,1580,2,no info,19372,8,50,1,3,2019
Air India,mumbai,hyderabad,80,0,no info,3100,6,20,18,5,2019
Multiple Carriers,delhi,cochin,810,1,no info,8405,7,30,15,5,2019
Multiple Carriers,delhi,cochin,570,1,in-flight meal not included,6943,11,30,27,5,2019
Spicejet,kolkata,banglore,150,0,no check-in baggage included,3841,17,10,27,4,2019
Spicejet,mumbai,hyderabad,90,0,no info,2017,22,45,6,6,2019
Vistara,kolkata,banglore,1065,1,no info,9187,17,0,1,5,2019
Jet Airways,kolkata,banglore,685,1,no info,13941,8,25,12,5,2019
Jet Airways,delhi,cochin,1415,2,in-flight meal not included,8938,19,15,21,3,2019
Spicejet,banglore,delhi,170,0,no check-in baggage included,4319,9,30,18,5,2019
Spicejet,banglore,delhi,175,0,no check-in baggage included,3573,21,10,1,4,2019
Spicejet,kolkata,banglore,145,0,no check-in baggage included,3841,9,0,3,5,2019
Jet Airways,delhi,cochin,195,0,in-flight meal not included,7202,11,0,27,6,2019
Vistara,kolkata,banglore,355,1,no info,9187,17,0,9,6,2019
Goair,delhi,cochin,370,1,no info,6976,7,25,3,6,2019
Jet Airways,delhi,cochin,1100,1,in-flight meal not included,12898,18,15,21,5,2019
Jet Airways,delhi,cochin,1570,1,in-flight meal not included,12898,2,15,27,5,2019
Jet Airways,delhi,cochin,1295,2,in-flight meal not included,10588,21,25,15,6,2019
Air India,delhi,cochin,1275,2,no info,9181,22,0,24,6,2019
Jet Airways,banglore,new delhi,1400,1,in-flight meal not included,11087,5,45,3,3,2019
Jet Airways,delhi,cochin,330,1,in-flight meal not included,10262,7,5,27,6,2019
Jet Airways,delhi,cochin,195,0,in-flight meal not included,4886,11,0,6,4,2019
Indigo,delhi,cochin,355,1,no info,8470,2,35,21,3,2019
Air India,kolkata,banglore,805,3,no info,14960,9,50,21,5,2019
Spicejet,kolkata,banglore,155,0,no info,3873,6,55,9,5,2019
Air India,delhi,cochin,1595,2,no info,11911,16,40,9,3,2019
Air India,delhi,cochin,795,1,no info,8907,9,45,15,6,2019
Spicejet,chennai,kolkata,135,0,no check-in baggage included,3859,8,20,9,5,2019
Air Asia,kolkata,banglore,150,0,no info,3807,22,50,24,6,2019
Air Asia,kolkata,banglore,155,0,no info,4384,10,20,6,3,2019
Multiple Carriers,delhi,cochin,460,1,no info,11622,4,55,3,6,2019
Vistara,banglore,new delhi,160,0,no info,4563,19,40,24,3,2019
Spicejet,mumbai,hyderabad,90,0,no check-in baggage included,1965,13,15,1,4,2019
Air India,kolkata,banglore,155,0,no info,4145,20,45,24,4,2019
Jet Airways,kolkata,banglore,1410,1,in-flight meal not included,10031,21,10,24,3,2019
Air India,banglore,new delhi,370,1,no info,11628,17,0,1,3,2019
Jet Airways,delhi,cochin,330,1,in-flight meal not included,10262,7,5,15,6,2019
Spicejet,mumbai,hyderabad,90,0,no info,2017,13,15,24,6,2019
Vistara,delhi,cochin,190,0,no info,6216,6,0,27,4,2019
Multiple Carriers,delhi,cochin,835,3,no info,16294,11,35,15,5,2019
Indigo,banglore,delhi,170,0,no info,3943,4,0,3,6,2019
Multiple Carriers,delhi,cochin,455,1,no info,7038,14,55,27,5,2019
Spicejet,banglore,new delhi,475,1,no info,7294,10,20,9,3,2019
Spicejet,kolkata,banglore,145,0,no info,3873,9,0,6,4,2019
Air India,mumbai,hyderabad,90,0,no info,3100,13,55,18,6,2019
Multiple Carriers,delhi,cochin,540,1,no info,12507,10,0,27,5,2019
Air Asia,delhi,cochin,875,1,no info,6152,7,55,21,5,2019
Air India,kolkata,banglore,675,1,no info,8030,9,50,1,4,2019
Jet Airways,banglore,delhi,180,0,in-flight meal not included,5769,8,20,18,6,2019
Indigo,kolkata,banglore,155,0,no info,4804,17,15,6,6,2019
Air India,delhi,cochin,1420,1,no info,8372,9,45,18,5,2019
Jet Airways,banglore,new delhi,280,1,no info,8578,9,45,15,3,2019
Air India,delhi,cochin,1275,2,no info,11228,22,0,18,5,2019
Air India,kolkata,banglore,1385,2,no info,13227,9,50,1,5,2019
Indigo,banglore,new delhi,175,0,no info,8855,20,0,15,3,2019
Multiple Carriers,delhi,cochin,525,1,no info,12192,3,50,12,6,2019
Jet Airways,delhi,cochin,1195,2,no info,12819,23,5,27,6,2019
Indigo,banglore,delhi,165,0,no info,3943,6,5,27,6,2019
Multiple Carriers,delhi,cochin,755,1,in-flight meal not included,18260,0,20,9,3,2019
Air India,banglore,delhi,165,0,no info,5228,6,10,18,4,2019
Jet Airways,delhi,cochin,970,2,no info,14300,12,15,12,6,2019
Air India,kolkata,banglore,1830,2,no info,10151,12,0,1,5,2019
Indigo,kolkata,banglore,280,1,no info,5699,17,35,6,5,2019
Vistara,kolkata,banglore,1655,1,no info,9187,7,10,21,5,2019
Vistara,kolkata,banglore,765,1,no info,8452,20,20,6,6,2019
Multiple Carriers,delhi,cochin,665,1,no info,13961,2,15,21,3,2019
Jet Airways,banglore,delhi,180,0,in-flight meal not included,5769,7,10,24,6,2019
Multiple Carriers,delhi,cochin,690,1,no info,10877,7,30,24,6,2019
Indigo,banglore,delhi,170,0,no info,4591,23,30,9,4,2019
Air India,kolkata,banglore,1200,2,no info,17732,9,25,6,5,2019
Jet Airways,delhi,cochin,610,1,in-flight meal not included,12373,18,15,9,5,2019
Air Asia,kolkata,banglore,150,0,no info,3807,19,55,27,6,2019
Vistara,kolkata,banglore,790,1,no info,9555,7,10,9,6,2019
Air Asia,banglore,delhi,165,0,no info,4483,11,10,6,6,2019
Jet Airways,kolkata,banglore,400,1,no info,14781,14,5,12,5,2019
Jet Airways,delhi,cochin,1425,1,in-flight meal not included,12373,19,15,18,5,2019
Indigo,delhi,cochin,320,1,no info,5530,6,50,21,5,2019
Indigo,delhi,cochin,750,1,no info,7081,8,30,18,5,2019
Jet Airways,delhi,cochin,1655,1,in-flight meal not included,10262,9,0,15,6,2019
Multiple Carriers,delhi,cochin,455,1,no info,9316,11,40,27,5,2019
Jet Airways,kolkata,banglore,705,1,in-flight meal not included,10844,6,30,9,5,2019
Indigo,delhi,cochin,810,1,no info,8542,7,30,1,5,2019
Indigo,banglore,delhi,180,0,no info,4823,16,55,15,4,2019
Air India,delhi,cochin,1660,1,no info,12940,4,0,6,3,2019
Jet Airways,kolkata,banglore,450,1,no info,13374,21,10,6,6,2019
Multiple Carriers,delhi,cochin,570,1,no info,13062,11,30,21,3,2019
Jet Airways,banglore,delhi,185,0,no info,8541,18,55,21,6,2019
Jet Airways,kolkata,banglore,1210,1,in-flight meal not included,11134,13,55,24,3,2019
Jet Airways,banglore,new delhi,615,1,in-flight meal not included,7832,8,55,21,3,2019
Multiple Carriers,delhi,cochin,555,1,no info,8888,13,15,9,5,2019
Jet Airways,kolkata,banglore,865,1,in-flight meal not included,9663,18,55,12,5,2019
Multiple Carriers,delhi,cochin,505,1,no info,17267,7,5,6,3,2019
Jet Airways,banglore,new delhi,890,1,in-flight meal not included,7832,20,35,21,3,2019
Vistara,banglore,new delhi,160,0,no info,12123,19,40,18,3,2019
Multiple Carriers,delhi,cochin,510,1,no info,8073,17,0,15,5,2019
Spicejet,banglore,delhi,170,0,no info,4991,9,30,12,4,2019
Goair,banglore,delhi,165,0,no info,3419,20,55,12,6,2019
Jet Airways,delhi,cochin,1395,1,in-flight meal not included,10262,19,45,27,6,2019
Jet Airways,delhi,cochin,1010,1,in-flight meal not included,10262,19,45,1,6,2019
Air Asia,kolkata,banglore,150,0,no info,3807,22,50,3,4,2019
Indigo,mumbai,hyderabad,85,0,no info,5755,12,0,3,3,2019
Jet Airways,delhi,cochin,395,1,in-flight meal not included,10262,21,50,1,6,2019
Air India,delhi,cochin,865,2,no info,13039,17,15,21,5,2019
Jet Airways,banglore,new delhi,745,1,in-flight meal not included,7832,8,55,21,3,2019
Indigo,chennai,kolkata,140,0,no info,6297,7,55,9,3,2019
Jet Airways,mumbai,hyderabad,90,0,in-flight meal not included,3210,19,35,24,6,2019
Multiple Carriers,delhi,cochin,640,1,no info,15147,10,20,3,3,2019
Indigo,mumbai,hyderabad,90,0,no info,4049,9,10,24,6,2019
Jet Airways,delhi,cochin,1630,2,no info,13882,9,25,12,6,2019
Air India,kolkata,banglore,745,1,no info,8366,9,25,21,5,2019
Jet Airways,banglore,new delhi,530,1,in-flight meal not included,9134,22,50,15,3,2019
Indigo,banglore,delhi,170,0,no info,4823,8,30,3,4,2019
Air India,kolkata,banglore,1440,1,no info,5006,14,35,9,4,2019
Air India,delhi,cochin,1255,1,no info,7480,12,30,1,6,2019
Jet Airways,kolkata,banglore,365,1,in-flight meal not included,10844,16,30,6,6,2019
Jet Airways,kolkata,banglore,735,1,in-flight meal not included,7064,20,0,1,4,2019
Indigo,kolkata,banglore,150,0,no info,5224,14,25,21,6,2019
Air Asia,kolkata,banglore,155,0,no info,4384,10,20,15,3,2019
Multiple Carriers,delhi,cochin,750,1,no info,13377,13,0,1,6,2019
Multiple Carriers,delhi,cochin,755,1,no info,8837,6,40,27,5,2019
Air India,delhi,cochin,965,1,no info,16352,17,20,3,3,2019
Air India,delhi,cochin,1275,2,no info,10441,22,0,9,6,2019
Indigo,chennai,kolkata,140,0,no info,3597,13,15,9,5,2019
Air Asia,kolkata,banglore,150,0,no info,3807,19,55,12,6,2019
Jet Airways,kolkata,banglore,735,1,in-flight meal not included,9663,20,0,6,5,2019
Jet Airways,kolkata,banglore,1430,1,no info,12681,20,0,1,4,2019
Vistara,banglore,delhi,170,0,no info,4668,11,30,24,5,2019
Multiple Carriers,delhi,cochin,485,1,no info,17057,17,30,3,3,2019
Air India,delhi,cochin,640,1,no info,8372,21,0,3,6,2019
Spicejet,kolkata,banglore,150,0,no info,5515,17,15,1,3,2019
Jet Airways,kolkata,banglore,435,1,no info,8355,10,20,1,5,2019
Indigo,mumbai,hyderabad,90,0,no info,2754,2,35,1,4,2019
Multiple Carriers,delhi,cochin,630,1,no info,13377,15,0,15,6,2019
Jet Airways,delhi,cochin,1395,1,no info,15554,19,45,9,5,2019
Indigo,kolkata,banglore,150,0,no info,5224,14,25,18,5,2019
Indigo,delhi,cochin,300,1,no info,6069,16,0,9,6,2019
Jet Airways,delhi,cochin,1505,1,in-flight meal not included,12373,11,30,9,5,2019
Jet Airways,kolkata,banglore,585,1,in-flight meal not included,6959,18,55,12,6,2019
Spicejet,kolkata,banglore,145,0,no check-in baggage included,3841,9,0,27,5,2019
Air India,delhi,cochin,925,1,no info,8669,3,50,15,5,2019
Jet Airways,delhi,cochin,810,2,no info,13014,5,30,1,6,2019
Jet Airways,kolkata,banglore,1215,1,no info,13731,8,25,6,6,2019
Multiple Carriers,delhi,cochin,930,1,no info,7888,10,0,21,5,2019
Vistara,kolkata,banglore,900,1,no info,12942,7,10,24,3,2019
Vistara,mumbai,hyderabad,1290,1,no info,12395,11,55,6,3,2019
Jet Airways,kolkata,banglore,425,1,no info,14571,16,30,9,6,2019
Indigo,banglore,delhi,175,0,no info,4591,0,30,27,4,2019
Air India,kolkata,banglore,1700,2,no info,12592,9,25,9,5,2019
Indigo,kolkata,banglore,150,0,no info,4804,14,25,6,6,2019
Jet Airways,kolkata,banglore,1090,1,no info,14388,14,5,21,5,2019
Air India,delhi,cochin,1275,2,no info,14851,22,0,9,3,2019
Jet Airways,kolkata,banglore,665,1,in-flight meal not included,8586,21,10,18,5,2019
Jet Airways,banglore,new delhi,640,1,1 long layover,31825,22,50,1,3,2019
Jet Airways,delhi,cochin,600,2,no info,14237,18,25,9,6,2019
Indigo,kolkata,banglore,290,1,no info,5069,8,10,6,6,2019
Jet Airways,delhi,cochin,330,1,no info,16079,7,5,1,6,2019
Jet Airways,kolkata,banglore,800,1,in-flight meal not included,9663,18,55,15,5,2019
Multiple Carriers,delhi,cochin,570,1,no info,13587,11,30,27,5,2019
Air India,kolkata,banglore,1605,1,no info,10808,20,30,24,3,2019
Multiple Carriers,delhi,cochin,555,1,in-flight meal not included,11446,10,0,27,5,2019
Air India,mumbai,hyderabad,75,0,no info,3100,19,30,1,5,2019
Goair,kolkata,banglore,455,1,no info,6484,16,40,1,5,2019
Indigo,mumbai,hyderabad,90,0,no info,4049,6,25,9,5,2019
Indigo,banglore,new delhi,310,1,no info,7280,19,30,9,3,2019
Air India,mumbai,hyderabad,90,0,no info,3625,13,55,27,5,2019
Spicejet,banglore,delhi,175,0,no check-in baggage included,3919,21,10,15,6,2019
Jet Airways,delhi,cochin,1005,1,no info,15554,2,15,9,5,2019
Indigo,chennai,kolkata,140,0,no info,3850,7,55,3,6,2019
Jet Airways,banglore,delhi,185,0,no info,7229,18,55,12,5,2019
Indigo,banglore,delhi,175,0,no info,4823,18,55,27,4,2019
Indigo,banglore,delhi,175,0,no info,4823,18,55,15,5,2019
Vistara,kolkata,banglore,1560,1,no info,11682,7,10,24,3,2019
Indigo,banglore,delhi,175,0,no info,4823,18,55,21,4,2019
Jet Airways,delhi,cochin,925,1,in-flight meal not included,10262,13,0,9,6,2019
Indigo,delhi,cochin,665,1,no info,6818,5,5,6,6,2019
Spicejet,mumbai,hyderabad,90,0,no check-in baggage included,1965,22,45,27,5,2019
Vistara,kolkata,banglore,975,1,no info,9345,7,10,12,5,2019
Indigo,delhi,cochin,380,1,no info,6938,16,10,6,6,2019
Jet Airways,delhi,cochin,1615,2,in-flight meal not included,10368,9,40,15,6,2019
Air India,delhi,cochin,1245,2,no info,11753,10,55,12,6,2019
Air India,delhi,cochin,1485,2,no info,12488,18,30,27,5,2019
Jet Airways,kolkata,banglore,345,1,in-flight meal not included,9899,14,5,12,6,2019
Multiple Carriers,delhi,cochin,585,1,no info,11622,9,15,6,6,2019
Spicejet,kolkata,banglore,160,0,no info,3847,6,55,27,3,2019
Jet Airways,delhi,cochin,335,1,no info,16079,22,50,27,6,2019
Jet Airways,banglore,delhi,165,0,in-flight meal not included,6478,6,0,18,6,2019
Air India,delhi,cochin,180,0,no info,5201,14,10,21,6,2019
Air Asia,kolkata,banglore,155,0,no info,4409,10,20,9,5,2019
Jet Airways,banglore,new delhi,1475,1,no info,17261,8,55,6,3,2019
Vistara,banglore,delhi,155,0,no info,4878,17,0,27,5,2019
Spicejet,banglore,delhi,160,0,no check-in baggage included,3573,5,55,18,5,2019
Jet Airways,kolkata,banglore,1220,1,in-flight meal not included,10844,20,0,18,5,2019
Indigo,kolkata,banglore,155,0,no info,4804,22,15,21,4,2019
Air India,delhi,cochin,180,0,no info,5201,14,10,27,6,2019
Multiple Carriers,delhi,cochin,375,1,no info,14533,13,0,18,5,2019
Spicejet,kolkata,banglore,140,0,no info,3873,22,20,12,4,2019
Spicejet,chennai,kolkata,140,0,no check-in baggage included,3543,17,45,6,6,2019
Multiple Carriers,delhi,cochin,640,1,no info,7215,10,20,21,3,2019
Multiple Carriers,delhi,cochin,510,1,no info,11999,10,20,21,3,2019
Indigo,mumbai,hyderabad,90,0,no info,2754,12,0,18,5,2019
Jet Airways,banglore,new delhi,950,1,no info,13817,18,55,12,3,2019
Air Asia,kolkata,banglore,150,0,no info,4107,19,55,15,6,2019
Multiple Carriers,delhi,cochin,720,1,no info,8073,9,0,9,5,2019
Indigo,mumbai,hyderabad,90,0,no info,2227,21,20,27,6,2019
Jet Airways,kolkata,banglore,1295,1,in-flight meal not included,10539,20,25,6,6,2019
Indigo,banglore,delhi,165,0,no info,3943,1,30,3,5,2019
Jet Airways,kolkata,banglore,1575,1,in-flight meal not included,10844,14,5,24,5,2019
Spicejet,banglore,new delhi,170,0,no info,3925,20,30,24,3,2019
Jet Airways,mumbai,hyderabad,85,0,in-flight meal not included,3210,2,55,1,5,2019
Jet Airways,banglore,delhi,180,0,no info,8016,17,45,6,6,2019
Spicejet,kolkata,banglore,150,0,no check-in baggage included,3841,17,10,12,4,2019
Jet Airways,kolkata,banglore,450,1,no info,14388,21,10,9,5,2019
Indigo,chennai,kolkata,140,0,no info,3597,14,45,18,6,2019
Multiple Carriers,delhi,cochin,630,1,in-flight meal not included,14086,15,5,9,3,2019
Indigo,banglore,delhi,170,0,no info,3749,22,10,9,6,2019
Jet Airways,banglore,delhi,165,0,no info,7229,6,0,24,5,2019
Multiple Carriers,delhi,cochin,840,1,no info,15603,7,0,6,3,2019
Indigo,banglore,delhi,170,0,no info,4823,20,0,27,5,2019
Jet Airways,mumbai,hyderabad,90,0,no info,8040,10,20,3,4,2019
Jet Airways,kolkata,banglore,1655,1,no info,13941,6,30,6,5,2019
Jet Airways,delhi,cochin,395,1,no info,14714,21,50,6,6,2019
Vistara,kolkata,banglore,700,1,no info,7927,7,10,1,4,2019
Jet Airways,banglore,delhi,175,0,in-flight meal not included,4030,11,10,15,5,2019
Indigo,delhi,cochin,710,1,no info,8285,9,10,21,3,2019
Jet Airways,kolkata,banglore,590,1,in-flight meal not included,10844,8,25,6,5,2019
Jet Airways,kolkata,banglore,1610,1,in-flight meal not included,9663,6,30,12,5,2019
Indigo,kolkata,banglore,165,0,no info,4148,22,10,27,3,2019
Indigo,delhi,cochin,295,1,no info,6496,5,10,24,6,2019
Indigo,kolkata,banglore,165,0,no info,4148,22,10,18,3,2019
Jet Airways,kolkata,banglore,790,1,no info,13339,6,30,24,3,2019
Jet Airways,delhi,cochin,1630,2,no info,13882,9,25,15,6,2019
Indigo,banglore,delhi,165,0,no info,3943,1,30,12,5,2019
Jet Airways,banglore,new delhi,950,1,in-flight meal not included,11087,20,35,12,3,2019
Jet Airways,delhi,cochin,505,2,in-flight meal not included,15318,20,0,6,6,2019
Spicejet,kolkata,banglore,140,0,no info,3873,22,20,6,6,2019
Multiple Carriers,delhi,cochin,845,1,no info,11573,4,55,27,5,2019
Vistara,banglore,delhi,170,0,no info,4668,11,30,15,5,2019
Air India,banglore,new delhi,980,2,no info,13576,5,50,1,3,2019
Air India,banglore,new delhi,1510,1,1 long layover,15434,11,50,1,3,2019
Vistara,banglore,delhi,170,0,no info,5403,11,30,21,4,2019
Jet Airways,delhi,cochin,2300,2,no info,16914,5,25,6,3,2019
Jet Airways,kolkata,banglore,665,1,no info,14781,21,10,21,5,2019
Jet Airways,banglore,delhi,175,0,in-flight meal not included,4544,11,10,9,4,2019
