airline,source,destination,duration,total_stops,additional_info,dep_time_hour,dep_time_min,dtoj_day,dtoj_month,dtoj_year,price
Jet Airways,banglore,new delhi,755,1,1 long layover,22,50,1,3,2019,31825
Indigo,kolkata,banglore,150,0,no info,14,25,21,6,2019,5224
Jet Airways,banglore,new delhi,695,1,no info,22,50,6,3,2019,17261
Multiple Carriers,delhi,cochin,450,1,no info,18,0,18,5,2019,9595
Jet Airways,delhi,cochin,1680,1,in-flight meal not included,15,0,9,6,2019,10262
Multiple Carriers,delhi,cochin,575,1,no info,2,15,21,5,2019,14067
Jet Airways,delhi,cochin,1025,2,no info,19,30,1,6,2019,13014
Multiple Carriers,delhi,cochin,705,1,no info,7,30,6,6,2019,7354
Air India,delhi,cochin,1820,2,no info,12,55,3,6,2019,12436
Jet Airways,kolkata,banglore,1520,1,no info,9,35,1,4,2019,11467
Jet Airways,banglore,delhi,180,0,no info,19,50,24,6,2019,8016
Jet Airways,delhi,cochin,610,1,in-flight meal not included,18,15,15,6,2019,10262
Air India,delhi,cochin,170,0,no info,5,10,18,4,2019,6094
Air India,delhi,cochin,1795,2,no info,13,20,21,3,2019,8708
Indigo,delhi,cochin,285,1,no info,10,45,21,3,2019,6218
Multiple Carriers,delhi,cochin,660,1,no info,8,0,18,5,2019,10197
Multiple Carriers,delhi,cochin,640,1,in-flight meal not included,2,15,9,3,2019,18260
Multiple Carriers,delhi,cochin,665,1,no info,8,40,9,3,2019,18492
Indigo,banglore,new delhi,175,0,no info,18,25,24,3,2019,7303
Air India,kolkata,banglore,545,1,no info,9,25,1,5,2019,8891
Spicejet,kolkata,banglore,155,0,no check-in baggage included,6,55,27,5,2019,3841
Jet Airways,kolkata,banglore,840,1,no info,9,35,24,5,2019,14151
Spicejet,banglore,delhi,160,0,no info,5,55,3,4,2019,3971
Air India,delhi,cochin,2280,3,no info,5,15,3,6,2019,10493
Jet Airways,kolkata,banglore,685,1,in-flight meal not included,8,25,1,4,2019,7064
Jet Airways,delhi,cochin,450,1,no info,20,55,18,5,2019,15554
Multiple Carriers,delhi,cochin,755,1,no info,6,40,15,6,2019,8614
Jet Airways,banglore,delhi,185,0,no info,18,55,9,6,2019,8016
Air India,kolkata,banglore,1200,2,no info,9,25,15,5,2019,14687
Jet Airways,kolkata,banglore,450,1,no info,21,10,1,5,2019,14781
Jet Airways,delhi,cochin,715,1,no info,7,5,9,6,2019,14714
Jet Airways,kolkata,banglore,505,1,no info,9,35,12,5,2019,14151
Air India,banglore,delhi,170,0,no info,21,5,9,4,2019,4441
Indigo,delhi,cochin,375,1,no info,11,55,21,5,2019,6442
Jet Airways,banglore,new delhi,650,1,in-flight meal not included,21,25,9,3,2019,9134
Air India,delhi,cochin,1470,2,no info,18,45,21,5,2019,12257
Jet Airways,kolkata,banglore,1265,1,no info,21,10,9,6,2019,14571
Air India,delhi,cochin,865,2,no info,17,15,9,4,2019,8052
Jet Airways,delhi,cochin,1475,1,no info,18,15,3,3,2019,17234
Jet Airways,kolkata,banglore,475,1,no info,8,25,6,6,2019,14571
Jet Airways,kolkata,banglore,845,1,no info,20,0,9,5,2019,13584
Indigo,kolkata,banglore,155,0,no info,14,20,1,3,2019,6565
Jet Airways,delhi,cochin,1620,2,no info,9,35,9,5,2019,14657
Jet Airways,banglore,new delhi,775,1,no info,20,35,6,3,2019,17261
Vistara,banglore,delhi,170,0,no info,9,45,12,6,2019,4668
Indigo,delhi,cochin,575,1,no info,16,0,21,3,2019,9264
Jet Airways,banglore,delhi,180,0,no info,17,45,12,6,2019,8016
Jet Airways,kolkata,banglore,1450,1,no info,9,35,9,5,2019,12121
Air India,banglore,new delhi,425,1,no info,5,50,3,3,2019,12389
Multiple Carriers,delhi,cochin,555,1,no info,13,15,27,5,2019,9646
Jet Airways,mumbai,hyderabad,90,0,no info,10,20,15,3,2019,8040
Jet Airways,banglore,delhi,180,0,no info,17,45,15,5,2019,7229
Spicejet,chennai,kolkata,135,0,no check-in baggage included,9,45,18,6,2019,3543
Multiple Carriers,delhi,cochin,620,1,no info,15,15,27,3,2019,6427
Indigo,banglore,delhi,180,0,no info,16,55,12,5,2019,4823
Multiple Carriers,delhi,cochin,630,1,no info,8,45,12,6,2019,8266
Jet Airways,banglore,delhi,180,0,in-flight meal not included,8,20,3,5,2019,5198
Multiple Carriers,delhi,cochin,435,1,no info,18,15,3,6,2019,13377
Jet Airways,kolkata,banglore,1500,1,no info,17,0,9,6,2019,14151
Jet Airways,mumbai,hyderabad,85,0,in-flight meal not included,2,55,6,5,2019,3210
Multiple Carriers,delhi,cochin,605,1,no info,9,10,21,3,2019,8601
Air India,banglore,delhi,165,0,no info,10,0,15,6,2019,6961
Spicejet,kolkata,banglore,155,0,no check-in baggage included,6,55,3,5,2019,3841
Air India,banglore,delhi,165,0,no info,6,10,9,6,2019,6961
Indigo,banglore,delhi,170,0,no info,20,0,18,4,2019,4823
Air India,kolkata,banglore,1345,2,no info,7,0,6,6,2019,12009
Jet Airways,delhi,cochin,650,1,in-flight meal not included,8,0,27,3,2019,6068
Vistara,banglore,delhi,155,0,no info,17,0,12,6,2019,4878
Multiple Carriers,delhi,cochin,480,1,no info,13,0,15,6,2019,7408
Jet Airways,delhi,cochin,1655,1,in-flight meal not included,9,0,12,6,2019,10262
Jet Airways,delhi,cochin,1270,1,in-flight meal not included,21,50,24,6,2019,10262
Jet Airways,banglore,new delhi,980,1,in-flight meal not included,22,55,12,3,2019,11087
Air Asia,delhi,cochin,590,1,no info,20,45,24,6,2019,6152
Vistara,delhi,cochin,190,0,no info,14,40,15,4,2019,6216
Multiple Carriers,delhi,cochin,520,1,in-flight meal not included,10,20,24,6,2019,10791
Jet Airways,delhi,cochin,335,1,no info,22,50,24,6,2019,14714
Jet Airways,delhi,cochin,360,1,in-flight meal not included,13,0,15,6,2019,10262
Jet Airways,banglore,new delhi,875,1,in-flight meal not included,18,55,12,3,2019,11087
Air Asia,delhi,cochin,865,1,no info,16,45,27,6,2019,6451
Jet Airways,banglore,delhi,175,0,in-flight meal not included,15,15,27,4,2019,4544
Indigo,chennai,kolkata,140,0,no info,14,45,21,6,2019,3597
Vistara,kolkata,banglore,930,1,no info,7,10,21,5,2019,8452
Jet Airways,delhi,cochin,335,1,no info,22,50,9,4,2019,12242
Air India,delhi,cochin,1820,2,no info,12,55,24,6,2019,12436
Air Asia,delhi,cochin,870,1,no info,7,55,24,4,2019,6152
Indigo,kolkata,banglore,165,0,no info,9,35,3,3,2019,6565
Jet Airways,banglore,delhi,175,0,no info,15,15,12,5,2019,7229
Jet Airways,delhi,cochin,995,1,in-flight meal not included,2,15,21,3,2019,7438
Jet Airways,delhi,cochin,1165,1,in-flight meal not included,9,0,18,5,2019,12373
Jet Airways,delhi,cochin,540,1,in-flight meal not included,10,0,27,6,2019,10262
Indigo,delhi,cochin,345,1,no info,21,50,27,6,2019,5775
Indigo,delhi,cochin,195,0,no info,14,25,12,5,2019,5000
Multiple Carriers,delhi,cochin,450,1,no info,18,0,12,6,2019,7198
Multiple Carriers,delhi,cochin,810,1,no info,7,30,24,6,2019,7740
Indigo,kolkata,banglore,165,0,no info,10,10,21,3,2019,5198
Spicejet,kolkata,banglore,150,0,no check-in baggage included,17,10,27,6,2019,3841
Indigo,kolkata,banglore,160,0,no info,17,15,1,3,2019,6565
Vistara,kolkata,banglore,1640,1,no info,17,0,21,5,2019,9345
Jet Airways,delhi,cochin,1385,1,no info,19,45,9,3,2019,16289
Jet Airways,kolkata,banglore,1690,1,in-flight meal not included,14,5,12,6,2019,8529
Multiple Carriers,delhi,cochin,390,1,no info,19,0,3,6,2019,7198
Jet Airways,delhi,cochin,1105,1,in-flight meal not included,10,0,1,6,2019,10262
Jet Airways,banglore,new delhi,845,1,no info,8,55,12,3,2019,13817
Indigo,kolkata,banglore,155,0,no info,15,30,9,4,2019,4174
Multiple Carriers,delhi,cochin,455,1,no info,11,25,3,6,2019,10877
Air India,delhi,cochin,1855,2,no info,12,20,6,5,2019,13538
Jet Airways,kolkata,banglore,840,1,no info,9,35,9,5,2019,12121
Indigo,mumbai,hyderabad,90,0,no info,6,25,15,5,2019,4049
Spicejet,kolkata,banglore,315,1,no info,15,5,24,4,2019,4859
Indigo,banglore,new delhi,165,0,no info,1,30,15,3,2019,5694
Indigo,kolkata,banglore,155,0,no info,4,40,18,5,2019,4804
Air India,kolkata,banglore,1610,2,no info,8,20,18,5,2019,11222
Jet Airways,delhi,cochin,360,1,no info,13,0,1,6,2019,14714
Indigo,kolkata,banglore,155,0,no info,22,15,27,5,2019,4804
Air India,delhi,cochin,675,1,no info,8,0,15,6,2019,9929
Indigo,delhi,cochin,305,1,no info,23,30,21,5,2019,8745
Jet Airways,banglore,new delhi,950,1,no info,8,55,1,3,2019,26890
Indigo,kolkata,banglore,165,0,no info,22,10,9,3,2019,4148
Indigo,chennai,kolkata,140,0,no info,22,5,12,5,2019,5277
Jet Airways,delhi,cochin,1415,1,in-flight meal not included,13,0,1,6,2019,10262
Jet Airways,delhi,cochin,335,1,no info,22,50,21,5,2019,16079
Indigo,kolkata,banglore,150,0,no info,14,25,1,4,2019,4174
Jet Airways,delhi,cochin,805,1,in-flight meal not included,15,0,21,3,2019,6017
Jet Airways,delhi,cochin,1415,1,in-flight meal not included,13,0,21,5,2019,12898
Air India,kolkata,banglore,545,1,no info,9,25,15,5,2019,8891
Spicejet,kolkata,banglore,155,0,no check-in baggage included,6,55,1,5,2019,3841
Indigo,kolkata,banglore,155,0,no info,22,15,21,6,2019,4804
Air India,delhi,cochin,1380,2,no info,20,15,27,5,2019,13381
Air India,delhi,cochin,1600,2,no info,5,0,18,5,2019,11228
Jet Airways,mumbai,hyderabad,90,0,in-flight meal not included,10,20,1,4,2019,3205
Air India,banglore,new delhi,1265,1,no info,11,50,21,3,2019,5092
Jet Airways,kolkata,banglore,1285,1,no info,18,55,1,4,2019,12681
Multiple Carriers,delhi,cochin,630,2,no info,15,5,9,3,2019,34608
Jet Airways,kolkata,banglore,685,1,no info,8,25,12,5,2019,13941
Indigo,delhi,cochin,300,1,no info,16,0,3,6,2019,6593
Jet Airways,delhi,cochin,1270,1,in-flight meal not included,21,50,21,5,2019,12898
Spicejet,chennai,kolkata,135,0,no info,8,20,27,6,2019,3597
Indigo,delhi,cochin,500,1,no info,17,10,18,5,2019,7081
Jet Airways,banglore,delhi,180,0,no info,19,50,15,5,2019,7229
Air Asia,delhi,cochin,625,1,no info,20,45,15,6,2019,6253
Air Asia,delhi,cochin,330,1,no info,7,55,21,4,2019,7452
Jet Airways,kolkata,banglore,570,1,no info,14,5,12,5,2019,14781
Jet Airways,banglore,new delhi,1275,1,in-flight meal not included,18,55,12,3,2019,11087
Indigo,banglore,delhi,180,0,no info,21,15,15,6,2019,3943
Goair,delhi,cochin,355,1,no info,7,0,12,6,2019,5281
Multiple Carriers,delhi,cochin,755,1,no info,6,40,9,5,2019,7787
Jet Airways,delhi,cochin,925,1,in-flight meal not included,13,0,9,6,2019,10262
Indigo,kolkata,banglore,275,1,no info,11,30,9,4,2019,4966
Indigo,kolkata,banglore,155,0,no info,15,10,6,3,2019,5618
Goair,banglore,delhi,170,0,no info,11,40,1,6,2019,3898
Jet Airways,kolkata,banglore,1745,1,no info,17,0,15,5,2019,14151
Spicejet,kolkata,banglore,150,0,no info,17,10,1,6,2019,4174
Indigo,delhi,cochin,845,1,no info,11,25,15,5,2019,6979
Jet Airways,delhi,cochin,655,1,in-flight meal not included,17,30,9,6,2019,10262
Multiple Carriers,delhi,cochin,840,1,no info,7,0,12,6,2019,7408
Jet Airways,delhi,cochin,1040,1,in-flight meal not included,19,15,1,6,2019,10262
Indigo,kolkata,banglore,155,0,no info,11,30,6,6,2019,5224
Jet Airways,delhi,cochin,1620,2,no info,9,35,9,6,2019,13292
Jet Airways,kolkata,banglore,1005,1,no info,17,0,15,5,2019,13067
Multiple Carriers,delhi,cochin,660,1,no info,10,0,21,5,2019,7888
Jet Airways,kolkata,banglore,405,1,in-flight meal not included,13,55,24,3,2019,11134
Spicejet,kolkata,banglore,150,0,no check-in baggage included,17,10,18,6,2019,3841
Indigo,banglore,delhi,165,0,no info,6,5,24,6,2019,3943
Jet Airways,kolkata,banglore,365,1,no info,16,30,12,5,2019,14781
Multiple Carriers,delhi,cochin,465,1,no info,11,30,6,3,2019,15077
Air India,banglore,new delhi,575,2,no info,6,45,18,3,2019,12935
Jet Airways,delhi,cochin,1595,1,in-flight meal not included,10,0,1,4,2019,5406
Indigo,chennai,kolkata,140,0,no info,19,35,21,3,2019,3384
Multiple Carriers,delhi,cochin,720,1,no info,9,0,27,5,2019,13587
Indigo,mumbai,hyderabad,90,0,no info,16,55,24,3,2019,3175
Jet Airways,kolkata,banglore,395,1,no info,17,0,18,5,2019,14151
Air India,kolkata,banglore,805,1,no info,7,0,9,5,2019,10203
Jet Airways,delhi,cochin,1240,1,in-flight meal not included,23,5,27,3,2019,7438
Air India,delhi,cochin,1410,2,no info,19,45,27,3,2019,8656
Indigo,mumbai,hyderabad,90,0,no info,20,5,18,3,2019,2227
Vistara,kolkata,banglore,790,1,no info,7,10,1,5,2019,8610
Jet Airways,kolkata,banglore,450,1,in-flight meal not included,21,10,6,6,2019,7757
Spicejet,mumbai,hyderabad,90,0,no info,5,45,24,5,2019,2017
Jet Airways,mumbai,hyderabad,85,0,no info,7,5,3,4,2019,8040
Jet Airways,kolkata,banglore,1080,1,in-flight meal not included,20,25,15,5,2019,9314
Multiple Carriers,delhi,cochin,780,1,no info,8,0,24,6,2019,7618
Jet Airways,delhi,cochin,1735,2,in-flight meal not included,13,55,21,3,2019,8728
Spicejet,mumbai,hyderabad,90,0,no info,5,45,18,5,2019,2017
Jet Airways,delhi,cochin,620,1,no info,2,15,27,5,2019,16376
Jet Airways,delhi,cochin,805,1,in-flight meal not included,15,0,6,6,2019,10262
Jet Airways,delhi,cochin,1415,1,in-flight meal not included,13,0,27,6,2019,10262
Air India,delhi,cochin,180,0,no info,14,10,24,5,2019,6934
Multiple Carriers,delhi,cochin,600,1,no info,9,0,9,5,2019,10197
Jet Airways,delhi,cochin,440,2,no info,11,40,6,5,2019,21219
Air India,delhi,cochin,170,0,no info,5,10,24,4,2019,5201
Air India,delhi,cochin,170,0,no info,5,10,27,4,2019,6094
Multiple Carriers,delhi,cochin,660,1,no info,10,0,27,6,2019,13587
Jet Airways,delhi,cochin,650,1,no info,8,0,21,3,2019,12767
Jet Airways,banglore,new delhi,1050,1,in-flight meal not included,18,55,12,3,2019,11087
Spicejet,mumbai,hyderabad,90,0,no info,13,15,24,6,2019,2017
Indigo,banglore,delhi,175,0,no info,0,30,3,5,2019,3943
Indigo,delhi,cochin,975,1,no info,4,45,9,3,2019,10518
Indigo,delhi,cochin,355,1,no info,7,45,27,3,2019,4832
Indigo,banglore,delhi,170,0,no info,4,0,24,5,2019,3943
Multiple Carriers,delhi,cochin,465,1,no info,11,30,15,5,2019,14323
Indigo,mumbai,hyderabad,85,0,no info,21,20,6,3,2019,4784
Air India,delhi,cochin,795,1,no info,9,45,27,5,2019,8907
Spicejet,mumbai,hyderabad,90,0,no check-in baggage included,13,15,15,6,2019,1965
Air India,kolkata,banglore,150,0,no info,14,15,1,6,2019,6245
Jet Airways,delhi,cochin,560,2,no info,9,40,15,6,2019,13014
Jet Airways,banglore,new delhi,860,1,in-flight meal not included,7,0,21,3,2019,7832
Air India,mumbai,hyderabad,85,0,no info,15,0,12,5,2019,3100
Indigo,delhi,cochin,845,1,no info,11,25,1,6,2019,6206
Spicejet,kolkata,banglore,145,0,no info,9,0,27,5,2019,3873
Multiple Carriers,delhi,cochin,520,1,no info,10,35,27,6,2019,7155
Jet Airways,banglore,delhi,180,0,in-flight meal not included,17,45,1,4,2019,4544
Jet Airways,delhi,cochin,910,2,in-flight meal not included,21,25,27,6,2019,11507
Indigo,banglore,delhi,170,0,no info,10,30,18,5,2019,3943
Indigo,mumbai,hyderabad,90,0,no info,19,5,21,5,2019,2754
Multiple Carriers,delhi,cochin,425,1,in-flight meal not included,13,55,6,3,2019,15136
Air India,kolkata,banglore,905,1,no info,16,50,6,6,2019,8366
Jet Airways,banglore,delhi,165,0,in-flight meal not included,6,0,27,4,2019,4544
Indigo,delhi,cochin,515,1,no info,7,35,9,3,2019,6674
Indigo,delhi,cochin,275,1,no info,7,35,27,6,2019,5054
Jet Airways,delhi,cochin,1395,1,no info,19,45,1,6,2019,14714
Air India,delhi,cochin,965,1,no info,17,20,6,3,2019,12677
Air India,delhi,cochin,1640,1,no info,6,5,6,3,2019,12677
Jet Airways,kolkata,banglore,435,1,in-flight meal not included,10,20,9,5,2019,5608
Jet Airways,kolkata,banglore,660,1,no info,21,10,24,3,2019,14231
Jet Airways,delhi,cochin,1760,2,no info,23,5,1,5,2019,16704
Jet Airways,kolkata,banglore,510,1,in-flight meal not included,14,5,9,5,2019,10844
Air India,delhi,cochin,735,1,no info,7,0,9,3,2019,15704
Jet Airways,banglore,new delhi,1090,1,no info,14,5,1,3,2019,22270
Air India,delhi,cochin,1490,2,no info,6,50,9,5,2019,14431
Indigo,delhi,cochin,515,1,no info,7,35,18,5,2019,6442
Air India,delhi,cochin,1100,2,no info,13,20,15,5,2019,13538
Indigo,chennai,kolkata,140,0,no info,22,5,12,6,2019,5277
Indigo,chennai,kolkata,140,0,no info,5,15,9,3,2019,6482
Jet Airways,delhi,cochin,1285,1,no info,22,20,6,3,2019,17024
Air India,delhi,cochin,500,2,no info,10,55,27,6,2019,11753
Air Asia,kolkata,banglore,150,0,no info,22,50,15,3,2019,3782
Air India,delhi,cochin,1820,2,no info,12,55,27,5,2019,12436
Jet Airways,delhi,cochin,1130,2,in-flight meal not included,9,35,15,6,2019,11507
Indigo,kolkata,banglore,155,0,no info,11,30,27,6,2019,4804
Spicejet,mumbai,hyderabad,90,0,no check-in baggage included,5,45,21,5,2019,1965
Multiple Carriers,delhi,cochin,450,1,no info,18,0,27,5,2019,7198
Air Asia,kolkata,banglore,155,0,no info,10,20,21,6,2019,3807
Air India,delhi,cochin,500,2,no info,10,55,3,6,2019,12173
Jet Airways,kolkata,banglore,590,1,no info,6,30,24,5,2019,14571
Jet Airways,kolkata,banglore,425,1,no info,16,30,21,5,2019,14781
Multiple Carriers,delhi,cochin,705,1,no info,7,30,27,5,2019,10786
Vistara,mumbai,hyderabad,850,1,no info,8,45,12,3,2019,12080
Air India,delhi,cochin,1595,2,no info,16,40,1,6,2019,9863
Spicejet,kolkata,banglore,150,0,no info,17,10,24,4,2019,4174
Vistara,chennai,kolkata,135,0,no info,7,5,15,6,2019,3687
Air India,mumbai,hyderabad,850,1,no info,19,0,6,3,2019,12308
Jet Airways,delhi,cochin,1015,1,in-flight meal not included,11,30,15,6,2019,10262
Air India,banglore,new delhi,170,0,no info,13,20,24,3,2019,4441
Air India,delhi,cochin,170,0,no info,5,10,21,5,2019,6094
Air India,kolkata,banglore,1390,2,no info,12,0,1,5,2019,11148
Indigo,banglore,new delhi,245,1,no info,11,20,21,3,2019,5746
Air India,delhi,cochin,1640,1,no info,6,5,3,4,2019,5117
Air India,chennai,kolkata,135,0,no info,11,40,15,6,2019,4667
Indigo,delhi,cochin,325,1,no info,2,0,27,4,2019,5796
Multiple Carriers,delhi,cochin,540,1,no info,10,0,9,5,2019,10197
Jet Airways,delhi,cochin,610,1,in-flight meal not included,18,15,9,5,2019,12373
Jet Airways,kolkata,banglore,800,1,no info,20,25,6,6,2019,12692
Multiple Carriers,delhi,cochin,835,1,in-flight meal not included,7,5,27,5,2019,10406
Indigo,kolkata,banglore,155,0,no info,22,15,6,6,2019,4804
Air India,delhi,cochin,1115,2,no info,13,5,9,4,2019,8577
Jet Airways,banglore,delhi,180,0,in-flight meal not included,17,45,27,4,2019,4544
Jet Airways,kolkata,banglore,1400,1,in-flight meal not included,18,55,9,6,2019,10844
Air India,delhi,cochin,500,2,no info,10,55,9,5,2019,11753
Jet Airways,delhi,cochin,995,2,no info,20,0,12,6,2019,14300
Multiple Carriers,delhi,cochin,530,1,no info,10,0,27,3,2019,11667
Indigo,kolkata,banglore,150,0,no info,15,15,27,5,2019,4804
Air India,delhi,cochin,435,2,no info,12,0,12,6,2019,8603
Indigo,delhi,cochin,320,1,no info,2,5,21,3,2019,4862
Spicejet,kolkata,banglore,145,0,no info,9,0,18,6,2019,3873
Jet Airways,delhi,cochin,1125,2,in-flight meal not included,9,40,12,6,2019,10368
Jet Airways,kolkata,banglore,1345,1,no info,19,45,24,3,2019,13759
Air Asia,delhi,cochin,625,1,no info,20,45,15,5,2019,6853
Jet Airways,delhi,cochin,195,0,no info,11,0,12,5,2019,9564
Indigo,kolkata,banglore,305,1,no info,15,10,24,3,2019,6762
Indigo,delhi,cochin,425,1,no info,8,25,6,3,2019,14871
Jet Airways,kolkata,banglore,1005,1,no info,17,0,6,6,2019,12692
Indigo,banglore,delhi,175,0,no info,7,10,1,4,2019,4823
Indigo,banglore,new delhi,170,0,no info,18,55,3,3,2019,8855
Indigo,kolkata,banglore,325,1,no info,18,5,15,5,2019,6218
Jet Airways,banglore,delhi,180,0,no info,8,20,18,5,2019,7229
Jet Airways,banglore,new delhi,305,1,in-flight meal not included,14,5,21,3,2019,7832
Jet Airways,mumbai,hyderabad,85,0,no info,7,5,12,6,2019,8040
Air Asia,delhi,cochin,875,1,no info,7,55,21,5,2019,6152
Indigo,delhi,cochin,570,1,no info,16,0,27,5,2019,7048
Indigo,banglore,delhi,170,0,no info,4,0,15,6,2019,4423
Indigo,banglore,delhi,170,0,no info,10,10,18,5,2019,3943
Jet Airways,delhi,cochin,1615,2,in-flight meal not included,9,40,12,6,2019,10368
Jet Airways,banglore,delhi,185,0,in-flight meal not included,18,55,24,6,2019,6478
Jet Airways,mumbai,hyderabad,85,0,no info,2,55,6,6,2019,5678
Spicejet,chennai,kolkata,140,0,no info,17,45,9,6,2019,3597
Jet Airways,banglore,new delhi,405,1,no info,11,40,18,3,2019,12284
Jet Airways,kolkata,banglore,590,1,in-flight meal not included,8,25,9,5,2019,10844
Indigo,delhi,cochin,425,1,no info,5,5,15,5,2019,6818
Air India,delhi,cochin,320,1,no info,17,40,18,5,2019,8277
Multiple Carriers,delhi,cochin,720,1,no info,7,0,21,5,2019,10197
Multiple Carriers,delhi,cochin,440,1,no info,11,30,21,3,2019,11622
Jet Airways,kolkata,banglore,450,1,in-flight meal not included,21,10,15,5,2019,9663
Indigo,delhi,cochin,940,1,no info,6,40,6,3,2019,6442
Jet Airways,banglore,new delhi,725,1,no info,21,25,18,3,2019,13555
Indigo,delhi,cochin,195,0,no info,5,35,6,6,2019,5601
Jet Airways,delhi,cochin,560,2,in-flight meal not included,9,40,9,6,2019,10368
Air Asia,banglore,delhi,165,0,no info,11,10,27,5,2019,3383
Indigo,delhi,cochin,565,2,no info,11,55,6,3,2019,6610
Jet Airways,kolkata,banglore,1335,1,no info,20,0,9,5,2019,13584
Air India,kolkata,banglore,1435,1,no info,20,30,24,3,2019,12173
Jet Airways,kolkata,banglore,800,1,no info,18,55,6,6,2019,14571
Spicejet,chennai,kolkata,140,0,no info,17,45,18,3,2019,3384
Air India,delhi,cochin,1545,2,no info,5,55,6,3,2019,14641
Spicejet,banglore,delhi,170,0,no check-in baggage included,9,30,15,6,2019,4885
Multiple Carriers,delhi,cochin,720,1,no info,9,0,9,5,2019,8073
Multiple Carriers,delhi,cochin,480,1,no info,13,0,3,6,2019,7408
Jet Airways,delhi,cochin,555,2,in-flight meal not included,19,10,27,3,2019,8456
Jet Airways,delhi,cochin,1485,1,in-flight meal not included,18,15,6,6,2019,10262
Air India,delhi,cochin,1210,2,no info,13,15,27,6,2019,8839
Jet Airways,delhi,cochin,1145,1,in-flight meal not included,17,30,27,5,2019,12898
Air Asia,kolkata,banglore,220,1,no info,6,50,24,5,2019,5162
